âºì`ï[î‘çÜ,ÉwÉbÉ_î≠íçãÊï™,ÉvÉçÉWÉFÉNÉgî‘çÜ,éÛíçî‘çÜ,éÛíççsî‘çÜ,éñã∆èäÉRÅ[Éh,î≠íçì˙,ÉwÉbÉ_ì¸â◊ó\íËì˙,ÉwÉbÉ_édì¸ó\íËì˙,ÉwÉbÉ_édì¸êÊî[ïiì˙,íSìñé“ÉRÅ[Éh,édì¸êÊÉRÅ[Éh,édì¸êÊê≥éÆñº,édì¸êÊñº,édì¸êÊóXï÷î‘çÜ1,édì¸êÊóXï÷î‘çÜ2,édì¸êÊèZèä1,édì¸êÊèZèä2,édì¸êÊèZèä3,édì¸êÊèZèä4,édì¸êÊèZèä5,édì¸êÊìdòbî‘çÜ1,édì¸êÊìdòbî‘çÜ2,édì¸êÊìdòbî‘çÜ3,édì¸êÊFAXî‘çÜ1,édì¸êÊFAXî‘çÜ2,édì¸êÊFAXî‘çÜ3,édì¸êÊìdòbî‘çÜ,édì¸êÊFAXî‘çÜ,édì¸êÊíSìñïîèêñº,édì¸êÊíSìñé“ñêE,édì¸êÊíSìñé“ñº,éxï•êÊÉRÅ[Éh,éxï•êÊê≥éÆñº,éxï•êÊñº,éxï•êÊóXï÷î‘çÜ1,éxï•êÊóXï÷î‘çÜ2,éxï•êÊèZèä1,éxï•êÊèZèä2,éxï•êÊèZèä3,éxï•êÊèZèä4,éxï•êÊèZèä5,éxï•êÊìdòbî‘çÜ1,éxï•êÊìdòbî‘çÜ2,éxï•êÊìdòbî‘çÜ3,éxï•êÊFAXî‘çÜ1,éxï•êÊFAXî‘çÜ2,éxï•êÊFAXî‘çÜ3,éxï•êÊìdòbî‘çÜ,éxï•êÊFAXî‘çÜ,éxï•êÊíSìñïîèêñº,éxï•êÊíSìñé“ñêE,éxï•êÊíSìñé“ñº,éxï•í†í[ãÊï™,éxï•ó\íËì˙,éxï•ï˚ñ@ÉRÅ[Éh,ìæà”êÊÉRÅ[Éh,ìæà”êÊê≥éÆñº,ìæà”êÊñº,ìæà”êÊóXï÷î‘çÜ1,ìæà”êÊóXï÷î‘çÜ2,ìæà”êÊèZèä1,ìæà”êÊèZèä2,ìæà”êÊìdòbî‘çÜ1,ìæà”êÊìdòbî‘çÜ2,ìæà”êÊìdòbî‘çÜ3,ìæà”êÊFAXî‘çÜ1,ìæà”êÊFAXî‘çÜ2,ìæà”êÊFAXî‘çÜ3,ìæà”êÊíSìñïîèêñº,ìæà”êÊíSìñé“ñêE,ìæà”êÊíSìñé“ñº,é{ê›ÉRÅ[Éh,é{ê›ê≥éÆñº,é{ê›ñº,é{ê›óXï÷î‘çÜ1,é{ê›óXï÷î‘çÜ2,é{ê›èZèä1,é{ê›èZèä2,é{ê›ìdòbî‘çÜ1,é{ê›ìdòbî‘çÜ2,é{ê›ìdòbî‘çÜ3,é{ê›FAXî‘çÜ1,é{ê›FAXî‘çÜ2,é{ê›FAXî‘çÜ3,é{ê›íSìñïîèêñº,é{ê›íSìñé“ñêE,é{ê›íSìñé“ñº,êfó√â»ÉRÅ[Éh,êfó√â»ê≥éÆñº,êfó√â»ñº,êfó√â»óXï÷î‘çÜ1,êfó√â»óXï÷î‘çÜ2,êfó√â»èZèä1,êfó√â»èZèä2,êfó√â»ìdòbî‘çÜ1,êfó√â»ìdòbî‘çÜ2,êfó√â»ìdòbî‘çÜ3,êfó√â»FAXî‘çÜ1,êfó√â»FAXî‘çÜ2,êfó√â»FAXî‘çÜ3,êfó√â»íSìñïîèêñº,êfó√â»íSìñé“ñêE,êfó√â»íSìñé“ñº,î[ì¸êÊÉRÅ[Éh,î[ì¸êÊê≥éÆñº,î[ì¸êÊñº,î[ì¸êÊóXï÷î‘çÜ1,î[ì¸êÊóXï÷î‘çÜ2,î[ì¸êÊèZèä1,î[ì¸êÊèZèä2,î[ì¸êÊèZèä3,î[ì¸êÊèZèä4,î[ì¸êÊèZèä5,î[ì¸êÊìdòbî‘çÜ1,î[ì¸êÊìdòbî‘çÜ2,î[ì¸êÊìdòbî‘çÜ3,î[ì¸êÊFAXî‘çÜ1,î[ì¸êÊFAXî‘çÜ2,î[ì¸êÊFAXî‘çÜ3,î[ì¸êÊìdòbî‘çÜ,î[ì¸êÊFAXî‘çÜ,î[ì¸êÊíSìñïîèêñº,î[ì¸êÊíSìñé“ñêE,î[ì¸êÊíSìñé“ñº,ÉwÉbÉ_ëqå…ÉRÅ[Éh,ÉwÉbÉ_â¡çHêÊÉRÅ[Éh,ÉwÉbÉ_édì¸êÊíçï∂î‘çÜ,àƒåèî‘çÜ,îzëóã∆é“ÉRÅ[Éh,ì`ï[ìEóv,çHéñèÍèä1,çHéñèÍèä2,çHä˙äJénì˙,çHä˙èIóπì˙,ìWé¶âÔÉRÅ[Éh,édì¸ÉåÅ[Ég,î≠íçèëìEóv,ëDêœä˙å¿,ëDêœì˙,èoç`ì˙,ì¸ç`ì˙,èoç`ó\íËì˙,ì¸ç`ó\íËì˙,å_ñÒî‘çÜ,éËå`êUèoì˙,ñfà’èåèÉRÅ[Éh,ñfà’åàçœèåèÉRÅ[Éh,ñfà’åàçœèåèñº,óAëóï˚ñ@ãÊï™,êœèoç`ÉRÅ[Éh,êœèoç`ñº,åoóRç`ÉRÅ[Éh,åoóRç`ñº,â◊ógç`ÉRÅ[Éh,â◊ógç`ñº,â◊éÛín,â◊ìnín,ëDï†ó\ñÒî‘çÜ,ëDÉRÅ[Éh,ëDñº,ëDâÔé–ÉRÅ[Éh,ëDâÔé–ñº,ëDâÔé–ê≥éÆñº,ëDâÔé–óXï÷î‘çÜ1,ëDâÔé–óXï÷î‘çÜ2,ëDâÔé–èZèä1,ëDâÔé–èZèä2,ëDâÔé–èZèä3,ëDâÔé–èZèä4,ëDâÔé–èZèä5,ëDâÔé–ìdòbî‘çÜ,ëDâÔé–FAXî‘çÜ,éñëOóAëóã∆é“,óAì¸êÊçëÉRÅ[Éh,BLDATE,í ä÷ì˙,äCè„ï€åØïtï€ì˙,ñfà’ï€åØïtï€ì˙,ã‚çséùçûì˙,î[ì¸êÊçëÉRÅ[Éh,í ä÷ã∆é“ÉRÅ[Éh,à◊ë÷ó\ñÒì‡óe,ÉRÉÅÉìÉg01,ÉRÉÅÉìÉg02,ÉRÉÅÉìÉg03,ÉRÉÅÉìÉg04,ÉRÉÅÉìÉg05,ÉRÉÅÉìÉg06,ÉRÉÅÉìÉg07,ÉRÉÅÉìÉg08,ÉRÉÅÉìÉg09,ÉRÉÅÉìÉg10,ñæç◊çsî‘çÜ,ñæç◊î≠íçãÊï™,ç¬ñ±â»ñ⁄ãÊï™,ñæç◊ëqå…ÉRÅ[Éh,ñæç◊â¡çHêÊÉRÅ[Éh,è§ïiÉRÅ[Éh,è§ïiñº,ãKäi,è§ïiÉâÉìÉN,è¡îÔê≈ì‡äOãÊï™,ê≈ó¶ãÊï™,ñæç◊â◊épíPà ÉRÅ[Éh,ñæç◊ì¸êî,ñæç◊â◊êî,ñæç◊ÉoÉâêî,ñæç◊êîó ,ñæç◊íPâøíPà ãÊï™,ñæç◊íPâøêîó ,ñæç◊íPâøêîó íPà ÉRÅ[Éh,â◊épíPâøÉtÉâÉO,î≠íçä|ó¶,âºíPâøãÊï™,édì¸íPâø,édì¸ã‡äz,édì¸è¡îÔê≈äz,îÑâøíPâø,ñæç◊édì¸êÊíçï∂î‘çÜ,ñæç◊ì¸â◊ó\íËì˙,ñæç◊édì¸ó\íËì˙,ñæç◊édì¸êÊî[ïiì˙,ñæç◊ìEóv,ämï€íSìñé“ÉRÅ[Éh,ï™êÕ1ÉRÅ[Éh,ï™êÕ2ÉRÅ[Éh,ï™êÕ3ÉRÅ[Éh,ï™êÕ4ÉRÅ[Éh,ï™êÕ5ÉRÅ[Éh,ì‡ñÛçsî‘çÜ,ÉçÉbÉgî‘çÜ,óLå¯ä˙å¿,ì‡ñÛâ◊épíPà ÉRÅ[Éh,ì‡ñÛì¸êî,ì‡ñÛâ◊êî,ì‡ñÛÉoÉâêî,ì‡ñÛêîó 
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,1,3100,A10000,,CH271   0001461,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012730,,,,,,,103,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,1,3100,A10000,,CH271   0000859,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012730,,,,,,,104,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,1,3100,A10000,,CH271   0000738,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012730,,,,,,,105,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,1,3100,A10000,,CH271   0001415,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012736,,,,,,,106,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,1,3100,A10000,,CH271   0001439,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012736,,,,,,,107,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1,3100,A10000,,CH271   0000877,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012736,,,,,,,108,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,1,3100,A10000,,CH232   0001845,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012741,,,,,,,109,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,1,3100,A10000,,CH232   0001846,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012741,,,,,,,110,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,3100,A10000,,CH232   0001847,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012741,,,,,,,111,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,1,3100,A10000,,CH232   0001847,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012741,,,,,,,112,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,1,3100,A10000,,CH271   0001759,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012745,,,,,,,113,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,1,3100,A10000,,CH271   0001760,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012745,,,,,,,114,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,1,3100,A10000,,CH271   0000978,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012745,,,,,,,115,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,1,3100,A10000,,CH271   0001168,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012745,,,,,,,116,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,1,3100,A10000,,CH271   0001754,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012748,,,,,,,117,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,1,3100,A10000,,CH271   0001513,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012748,,,,,,,118,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1,3100,A10000,,CH271   0000918,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012748,,,,,,,119,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,1,3100,A10000,,CH271   0001761,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012748,,,,,,,120,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,1,3100,A10000,,CH271   0001762,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012748,,,,,,,121,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,1,3100,A10000,,CH271   0001763,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012748,,,,,,,122,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,1,3100,A10000,,CH271   0001757,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012759,,,,,,,123,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,1,3100,A10000,,CH271   0001654,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012759,,,,,,,124,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,1,3100,A10000,,CH271   0000901,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012759,,,,,,,125,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,1,3100,A10000,,CH271   0001764,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012759,,,,,,,126,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,1,3100,A10000,,CH271   0001765,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012759,,,,,,,127,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,3100,A10000,,CH271   0001763,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012759,,,,,,,128,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,1,3100,A10000,,LH03    0000172,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012767,,,,,,,129,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,1,3100,A10000,,LH03    0000173,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012767,,,,,,,130,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,1,3100,A10000,,CH232   0001761,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012783,,,,,,,131,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,1,3100,A10000,,CH232   0001814,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012783,,,,,,,132,,,,,,,1
